origin_location_code,destination_location_code,departure_date,adults,currency,total,base,validatingAirlineCodes
IST,AMS,2022-11-01,1,EUR,91.39,39.00,PC
IST,AMS,2022-11-01,1,EUR,129.41,20.00,TK
IST,AMS,2022-11-01,1,EUR,131.03,54.00,TK
IST,AMS,2022-11-01,1,EUR,157.00,114.00,RO
IST,AMS,2022-11-01,1,EUR,161.70,122.00,AF
IST,AMS,2022-11-01,1,EUR,162.69,102.00,A3
IST,AMS,2022-11-01,1,EUR,164.35,20.00,TK
IST,AMS,2022-11-01,1,EUR,164.79,20.00,TK
IST,AMS,2022-11-01,1,EUR,177.32,114.00,RO
IST,AMS,2022-11-01,1,EUR,183.24,113.00,LO
IST,AMS,2022-11-01,1,EUR,220.32,120.00,LH
IST,AMS,2022-11-01,1,EUR,256.69,196.00,A3
IST,AMS,2022-11-01,1,EUR,317.69,257.00,A3
IST,AMS,2022-11-01,1,EUR,344.41,235.00,TK
IST,AMS,2022-11-01,1,EUR,379.79,235.00,TK
IST,AMS,2022-11-01,1,EUR,396.35,252.00,TK
IST,AMS,2022-11-01,1,EUR,434.37,249.00,RJ
IST,AMS,2022-11-01,1,EUR,460.04,256.00,MS
IST,AMS,2022-11-01,1,EUR,475.86,328.00,TP
IST,AMS,2022-11-01,1,EUR,748.75,556.00,MS
IST,AMS,2022-11-01,1,EUR,768.70,709.00,AF
IST,AMS,2022-11-01,1,EUR,780.86,621.00,TP
IST,AMS,2022-11-01,1,EUR,872.61,544.00,QR
IST,AMS,2022-11-01,1,EUR,892.74,836.00,AF
IST,AMS,2022-11-01,1,EUR,893.54,836.00,AF
IST,AMS,2022-11-01,1,EUR,1337.44,1264.00,AF
IST,AMS,2022-11-01,1,EUR,1338.24,1264.00,AF
IST,AMS,2022-11-01,1,EUR,1400.70,1213.00,EK
IST,AMS,2022-11-01,1,EUR,1546.53,1410.00,SK
IST,AMS,2022-11-01,1,EUR,2731.04,2585.00,SK
IST,FRA,2022-11-01,1,EUR,81.39,29.00,PC
IST,FRA,2022-11-01,1,EUR,131.28,43.00,PC
IST,FRA,2022-11-01,1,EUR,141.03,69.00,TK
IST,FRA,2022-11-01,1,EUR,168.32,105.00,RO
IST,FRA,2022-11-01,1,EUR,170.00,115.00,LH
IST,FRA,2022-11-01,1,EUR,173.24,113.00,LO
IST,FRA,2022-11-01,1,EUR,241.03,164.00,TK
IST,FRA,2022-11-01,1,EUR,294.00,213.00,LH
IST,FRA,2022-11-01,1,EUR,305.24,224.00,LO
IST,FRA,2022-11-01,1,EUR,317.94,173.00,TP
IST,FRA,2022-11-01,1,EUR,327.03,250.00,TK
IST,FRA,2022-11-01,1,EUR,332.69,272.00,A3
IST,FRA,2022-11-01,1,EUR,349.17,190.00,TU
IST,FRA,2022-11-01,1,EUR,389.86,271.00,TP
IST,FRA,2022-11-01,1,EUR,433.80,340.00,ME
IST,FRA,2022-11-01,1,EUR,450.04,246.00,MS
IST,FRA,2022-11-01,1,EUR,490.74,297.00,MS
IST,FRA,2022-11-01,1,EUR,604.75,412.00,MS
IST,FRA,2022-11-01,1,EUR,739.75,547.00,MS
IST,FRA,2022-11-01,1,EUR,747.61,419.00,QR
IST,FRA,2022-11-01,1,EUR,764.61,431.00,QR
IST,FRA,2022-11-01,1,EUR,1067.70,880.00,EK
IST,FRA,2022-11-01,1,EUR,1084.69,989.00,A3
IST,FRA,2022-11-01,1,EUR,1118.89,989.00,TK
IST,FRA,2022-11-01,1,EUR,1476.16,1335.00,SK
IST,FRA,2022-11-01,1,EUR,1589.53,1453.00,SK
IST,FRA,2022-11-01,1,EUR,1597.04,1451.00,SK
IST,FRA,2022-11-01,1,EUR,1881.47,1781.00,AF
IST,FRA,2022-11-01,1,EUR,2063.47,1963.00,AF
IST,DME,2022-11-01,1,EUR,227.73,166.00,PC
IST,DME,2022-11-01,1,EUR,243.62,146.00,PC
IST,DME,2022-11-01,1,EUR,279.01,146.00,PC
IST,DME,2022-11-01,1,EUR,366.66,205.00,LH
IST,DME,2022-11-01,1,EUR,399.26,254.00,AT
IST,DME,2022-11-01,1,EUR,411.66,238.00,LH
IST,DME,2022-11-01,1,EUR,418.87,205.00,MS
IST,DME,2022-11-01,1,EUR,431.34,241.00,HY
IST,DME,2022-11-01,1,EUR,465.37,251.00,MS
IST,DME,2022-11-01,1,EUR,522.26,377.00,AT
IST,DME,2022-11-01,1,EUR,557.38,344.00,MS
IST,DME,2022-11-01,1,EUR,707.58,505.00,MS
IST,DME,2022-11-01,1,EUR,854.04,657.00,EK
IST,SVO,2022-11-01,1,EUR,578.67,232.00,QR
IST,SVO,2022-11-01,1,EUR,583.67,232.00,QR
IST,CDG,2022-11-01,1,EUR,161.35,49.00,TK
IST,CDG,2022-11-01,1,EUR,171.32,115.00,AF
IST,CDG,2022-11-01,1,EUR,175.24,105.00,LO
IST,CDG,2022-11-01,1,EUR,187.32,124.00,RO
IST,CDG,2022-11-01,1,EUR,200.32,144.00,AF
IST,CDG,2022-11-01,1,EUR,214.97,135.00,TK
IST,CDG,2022-11-01,1,EUR,232.32,176.00,AF
IST,CDG,2022-11-01,1,EUR,251.97,172.00,TK
IST,CDG,2022-11-01,1,EUR,284.32,158.00,LH
IST,CDG,2022-11-01,1,EUR,288.70,249.00,AF
IST,CDG,2022-11-01,1,EUR,321.32,187.00,LH
IST,CDG,2022-11-01,1,EUR,357.69,297.00,A3
IST,CDG,2022-11-01,1,EUR,376.35,264.00,TK
IST,CDG,2022-11-01,1,EUR,416.80,273.00,ME
IST,CDG,2022-11-01,1,EUR,443.80,300.00,ME
IST,CDG,2022-11-01,1,EUR,521.52,316.00,MS
IST,CDG,2022-11-01,1,EUR,556.32,392.00,LH
IST,CDG,2022-11-01,1,EUR,561.80,418.00,ME
IST,CDG,2022-11-01,1,EUR,698.69,638.00,A3
IST,CDG,2022-11-01,1,EUR,709.24,639.00,LO
IST,CDG,2022-11-01,1,EUR,758.31,614.00,GF
IST,CDG,2022-11-01,1,EUR,800.97,721.00,TK
IST,CDG,2022-11-01,1,EUR,848.61,520.00,QR
IST,CDG,2022-11-01,1,EUR,865.61,532.00,QR
IST,CDG,2022-11-01,1,EUR,1073.70,886.00,EK
IST,CDG,2022-11-01,1,EUR,1457.70,1357.00,RO
IST,CDG,2022-11-01,1,EUR,2205.70,2128.00,KU
IST,CDG,2022-11-01,1,EUR,2551.16,2410.00,SK
IST,CDG,2022-11-01,1,EUR,2588.04,2442.00,SK
IST,MAD,2022-11-01,1,EUR,91.39,39.00,PC
IST,MAD,2022-11-01,1,EUR,153.24,83.00,LO
IST,MAD,2022-11-01,1,EUR,171.32,115.00,AF
IST,MAD,2022-11-01,1,EUR,189.32,126.00,RO
IST,MAD,2022-11-01,1,EUR,199.33,144.00,AF
IST,MAD,2022-11-01,1,EUR,200.32,144.00,AF
IST,MAD,2022-11-01,1,EUR,232.32,176.00,AF
IST,MAD,2022-11-01,1,EUR,236.76,145.00,TK
IST,MAD,2022-11-01,1,EUR,239.69,179.00,A3
IST,MAD,2022-11-01,1,EUR,263.69,203.00,A3
IST,MAD,2022-11-01,1,EUR,283.76,172.00,TU
IST,MAD,2022-11-01,1,EUR,305.92,170.00,AT
IST,MAD,2022-11-01,1,EUR,312.74,256.00,AF
IST,MAD,2022-11-01,1,EUR,316.00,293.00,UX
IST,MAD,2022-11-01,1,EUR,327.92,192.00,AT
IST,MAD,2022-11-01,1,EUR,335.76,244.00,TK
IST,MAD,2022-11-01,1,EUR,364.74,308.00,AF
IST,MAD,2022-11-01,1,EUR,412.32,248.00,LH
IST,MAD,2022-11-01,1,EUR,425.09,248.00,LH
IST,MAD,2022-11-01,1,EUR,428.92,293.00,AT
IST,MAD,2022-11-01,1,EUR,461.86,314.00,TP
IST,MAD,2022-11-01,1,EUR,530.04,326.00,MS
IST,MAD,2022-11-01,1,EUR,607.00,584.00,UX
IST,MAD,2022-11-01,1,EUR,777.86,618.00,TP
IST,MAD,2022-11-01,1,EUR,823.61,495.00,QR
IST,MAD,2022-11-01,1,EUR,840.61,507.00,QR
IST,MAD,2022-11-01,1,EUR,1115.70,928.00,EK
IST,MAD,2022-11-01,1,EUR,1454.95,1404.00,AF
IST,LED,2022-11-01,1,EUR,232.49,166.00,PC
IST,LED,2022-11-01,1,EUR,252.88,148.00,TK
IST,LED,2022-11-01,1,EUR,305.05,141.00,LH
IST,LED,2022-11-01,1,EUR,342.05,170.00,LH
IST,LED,2022-11-01,1,EUR,363.42,197.00,LH
IST,LED,2022-11-01,1,EUR,574.71,232.00,QR
IST,LED,2022-11-01,1,EUR,579.71,232.00,QR
IST,LED,2022-11-01,1,EUR,761.88,703.00,JU
IST,LED,2022-11-01,1,EUR,858.80,657.00,EK
IST,LED,2022-11-01,1,EUR,941.47,738.00,EK
IST,LED,2022-11-01,1,EUR,942.03,738.00,EK
IST,LHR,2022-11-01,1,EUR,162.32,106.00,AF
IST,LHR,2022-11-01,1,EUR,176.24,116.00,LO
IST,LHR,2022-11-01,1,EUR,189.32,133.00,AF
IST,LHR,2022-11-01,1,EUR,195.13,124.00,TK
IST,LHR,2022-11-01,1,EUR,220.32,120.00,LH
IST,LHR,2022-11-01,1,EUR,231.99,168.00,A3
IST,LHR,2022-11-01,1,EUR,252.99,189.00,A3
IST,LHR,2022-11-01,1,EUR,282.99,219.00,A3
IST,LHR,2022-11-01,1,EUR,319.29,182.00,ME
IST,LHR,2022-11-01,1,EUR,321.32,187.00,LH
IST,LHR,2022-11-01,1,EUR,326.99,263.00,A3
IST,LHR,2022-11-01,1,EUR,366.32,214.00,LH
IST,LHR,2022-11-01,1,EUR,370.04,166.00,MS
IST,LHR,2022-11-01,1,EUR,421.54,217.00,MS
IST,LHR,2022-11-01,1,EUR,437.29,300.00,ME
IST,LHR,2022-11-01,1,EUR,472.15,316.00,TP
IST,LHR,2022-11-01,1,EUR,477.01,316.00,TP
IST,LHR,2022-11-01,1,EUR,477.34,420.00,AF
IST,LHR,2022-11-01,1,EUR,478.95,420.00,AF
IST,LHR,2022-11-01,1,EUR,750.61,422.00,QR
IST,LHR,2022-11-01,1,EUR,755.61,422.00,QR
IST,LHR,2022-11-01,1,EUR,1441.07,1335.00,AF
IST,LHR,2022-11-01,1,EUR,1750.01,1545.00,EK
IST,LHR,2022-11-01,1,EUR,2563.53,2427.00,SK
IST,LHR,2022-11-01,1,EUR,2841.04,2695.00,SK
IST,ATH,2022-11-01,1,EUR,77.39,25.00,PC
IST,ATH,2022-11-01,1,EUR,87.20,20.00,TK
IST,ATH,2022-11-01,1,EUR,93.00,60.00,A3
IST,ATH,2022-11-01,1,EUR,126.78,82.00,JU
IST,ATH,2022-11-01,1,EUR,163.20,96.00,TK
IST,ATH,2022-11-01,1,EUR,182.00,149.00,A3
IST,ATH,2022-11-01,1,EUR,189.32,133.00,AF
IST,ATH,2022-11-01,1,EUR,194.08,96.00,TK
IST,ATH,2022-11-01,1,EUR,253.32,197.00,AF
IST,ATH,2022-11-01,1,EUR,394.32,242.00,LH
IST,ATH,2022-11-01,1,EUR,395.09,302.00,ME
IST,ATH,2022-11-01,1,EUR,407.09,242.00,LH
IST,ATH,2022-11-01,1,EUR,435.54,231.00,MS
IST,ATH,2022-11-01,1,EUR,454.04,250.00,MS
IST,ATH,2022-11-01,1,EUR,508.75,316.00,MS
IST,ATH,2022-11-01,1,EUR,539.55,336.00,MS
IST,ATH,2022-11-01,1,EUR,632.81,306.00,RJ
IST,ATH,2022-11-01,1,EUR,721.86,577.00,TP
IST,ATH,2022-11-01,1,EUR,781.61,453.00,QR
IST,ATH,2022-11-01,1,EUR,842.70,655.00,EK
IST,ORY,2022-11-01,1,EUR,81.39,29.00,PC
IST,ORY,2022-11-01,1,EUR,297.97,145.00,TU
IST,ORY,2022-11-01,1,EUR,304.17,145.00,TU
IST,ORY,2022-11-01,1,EUR,310.97,158.00,TU
IST,ORY,2022-11-01,1,EUR,355.92,220.00,AT
IST,ORY,2022-11-01,1,EUR,360.92,225.00,AT
IST,ORY,2022-11-01,1,EUR,435.69,323.00,AH
IST,ORY,2022-11-01,1,EUR,450.94,306.00,TP
IST,ORY,2022-11-01,1,EUR,452.84,306.00,TP
IST,ORY,2022-11-01,1,EUR,455.01,343.00,AH
